alert1_ip,alert2_ip,time_diff_minutes,threat_type,correlation_text,should_correlate
192.168.2.201,192.168.2.26,2,insider_threat,Correlated threat: insider_threat activity from 192.168.2.201 and 192.168.2.26 same source network,1
192.168.9.151,192.168.9.151,4,insider_threat,Multiple insider_threat attacks: 192.168.9.151 -> 192.168.9.151 with common pattern,1
192.168.6.1,192.168.6.76,5,insider_threat,Failed login from 192.168.6.1 followed by failed login from 192.168.6.76 within 2 minutes,1
192.168.8.126,192.168.8.51,4,insider_threat,Multiple insider_threat attacks: 192.168.8.126 -> 192.168.8.51 with common pattern,1
192.168.7.1,192.168.4.1,51,insider_threat,Unique threat pattern at 192.168.7.1 no correlation,0
192.168.6.126,192.168.3.176,106,insider_threat,Unique threat pattern at 192.168.6.126 no correlation,0
192.168.7.1,192.168.7.101,1,insider_threat,Multiple insider_threat attacks: 192.168.7.1 -> 192.168.7.101 with common pattern,1
192.168.1.226,192.168.1.151,3,insider_threat,Alert streak: insider_threat detected at 192.168.1.226 and 192.168.1.151 in 5-min window,1
192.168.6.151,192.168.9.76,67,insider_threat,Isolated insider_threat from 192.168.6.151 not related to other activity,0
192.168.2.51,192.168.6.126,72,insider_threat,Unique threat pattern at 192.168.2.51 no correlation,0
192.168.1.201,192.168.7.101,32,insider_threat,Isolated insider_threat from 192.168.1.201 not related to other activity,0
192.168.2.226,192.168.7.26,39,insider_threat,Single point insider_threat detection at 192.168.2.226 independent,0
192.168.1.101,192.168.5.51,114,insider_threat,Single user eve at 192.168.1.101 suspicious activity standalone,0
192.168.8.126,192.168.8.201,4,insider_threat,Correlated threat: insider_threat activity from 192.168.8.126 and 192.168.8.201 same source network,1
192.168.5.176,192.168.5.1,4,insider_threat,Alert streak: insider_threat detected at 192.168.5.176 and 192.168.5.1 in 5-min window,1
192.168.9.101,192.168.1.176,44,insider_threat,Unique threat pattern at 192.168.9.101 no correlation,0
192.168.3.176,192.168.3.226,2,insider_threat,Multiple insider_threat attacks: 192.168.3.176 -> 192.168.3.226 with common pattern,1
192.168.6.151,192.168.6.176,2,insider_threat,"admin at 192.168.6.151 attempted data access, then alice at 192.168.6.176 accessed same resource",1
192.168.2.101,192.168.2.226,3,insider_threat,Failed login from 192.168.2.101 followed by failed login from 192.168.2.226 within 2 minutes,1
192.168.6.151,192.168.6.226,2,insider_threat,Alert streak: insider_threat detected at 192.168.6.151 and 192.168.6.226 in 5-min window,1
192.168.3.26,192.168.4.176,101,insider_threat,Single user eve at 192.168.3.26 suspicious activity standalone,0
192.168.1.1,192.168.1.101,1,insider_threat,"bob at 192.168.1.1 attempted data access, then charlie at 192.168.1.101 accessed same resource",1
192.168.1.76,192.168.2.51,30,insider_threat,Isolated insider_threat from 192.168.1.76 not related to other activity,0
192.168.1.176,192.168.2.51,87,insider_threat,insider_threat attack from 192.168.1.176 unrelated to other incidents,0
192.168.3.176,192.168.8.1,59,insider_threat,Single point insider_threat detection at 192.168.3.176 independent,0
192.168.8.1,192.168.8.176,4,insider_threat,Failed login from 192.168.8.1 followed by failed login from 192.168.8.176 within 2 minutes,1
192.168.6.151,192.168.6.51,4,insider_threat,Failed login from 192.168.6.151 followed by failed login from 192.168.6.51 within 2 minutes,1
192.168.3.76,192.168.7.51,50,insider_threat,Single point insider_threat detection at 192.168.3.76 independent,0
192.168.9.51,192.168.9.176,5,insider_threat,Multiple insider_threat attacks: 192.168.9.51 -> 192.168.9.176 with common pattern,1
192.168.9.226,192.168.8.76,33,insider_threat,Single user bob at 192.168.9.226 suspicious activity standalone,0
192.168.7.101,192.168.4.226,75,insider_threat,Single user david at 192.168.7.101 suspicious activity standalone,0
192.168.6.226,192.168.4.26,32,insider_threat,Isolated insider_threat from 192.168.6.226 not related to other activity,0
192.168.8.126,192.168.8.126,5,insider_threat,Multiple insider_threat attacks: 192.168.8.126 -> 192.168.8.126 with common pattern,1
192.168.9.226,192.168.9.126,1,insider_threat,Correlated threat: insider_threat activity from 192.168.9.226 and 192.168.9.126 same source network,1
192.168.4.126,192.168.4.151,2,insider_threat,Alert streak: insider_threat detected at 192.168.4.126 and 192.168.4.151 in 5-min window,1
192.168.6.201,192.168.9.76,83,insider_threat,Single user david at 192.168.6.201 suspicious activity standalone,0
192.168.1.26,192.168.1.51,4,insider_threat,Failed login from 192.168.1.26 followed by failed login from 192.168.1.51 within 2 minutes,1
192.168.6.176,192.168.4.26,62,insider_threat,Unique threat pattern at 192.168.6.176 no correlation,0
192.168.6.151,192.168.6.176,1,insider_threat,"admin at 192.168.6.151 attempted data access, then alice at 192.168.6.176 accessed same resource",1
192.168.4.151,192.168.5.176,81,insider_threat,Single point insider_threat detection at 192.168.4.151 independent,0
192.168.9.76,192.168.3.51,90,insider_threat,Unique threat pattern at 192.168.9.76 no correlation,0
192.168.5.201,192.168.9.201,57,insider_threat,Single user user2 at 192.168.5.201 suspicious activity standalone,0
192.168.3.176,192.168.3.176,2,insider_threat,Failed login from 192.168.3.176 followed by failed login from 192.168.3.176 within 2 minutes,1
192.168.6.176,192.168.6.101,4,insider_threat,Multiple insider_threat attacks: 192.168.6.176 -> 192.168.6.101 with common pattern,1
192.168.2.101,192.168.4.101,32,insider_threat,Single user bob at 192.168.2.101 suspicious activity standalone,0
192.168.1.151,192.168.5.176,109,insider_threat,Isolated insider_threat from 192.168.1.151 not related to other activity,0
192.168.1.126,192.168.4.26,105,insider_threat,Single user admin at 192.168.1.126 suspicious activity standalone,0
192.168.9.101,192.168.6.176,39,insider_threat,Unique threat pattern at 192.168.9.101 no correlation,0
192.168.7.126,192.168.5.201,32,insider_threat,Single user eve at 192.168.7.126 suspicious activity standalone,0
192.168.8.51,192.168.7.76,119,insider_threat,Unique threat pattern at 192.168.8.51 no correlation,0
192.168.6.226,192.168.2.101,48,insider_threat,Single point insider_threat detection at 192.168.6.226 independent,0
192.168.1.101,192.168.2.51,37,insider_threat,insider_threat attack from 192.168.1.101 unrelated to other incidents,0
192.168.9.26,192.168.9.201,5,insider_threat,Correlated threat: insider_threat activity from 192.168.9.26 and 192.168.9.201 same source network,1
192.168.4.201,192.168.4.126,3,insider_threat,Correlated threat: insider_threat activity from 192.168.4.201 and 192.168.4.126 same source network,1
192.168.4.151,192.168.8.151,98,insider_threat,Isolated insider_threat from 192.168.4.151 not related to other activity,0
192.168.1.126,192.168.1.176,1,insider_threat,Failed login from 192.168.1.126 followed by failed login from 192.168.1.176 within 2 minutes,1
192.168.8.176,192.168.2.1,76,insider_threat,Single user charlie at 192.168.8.176 suspicious activity standalone,0
192.168.6.101,192.168.1.126,43,insider_threat,insider_threat attack from 192.168.6.101 unrelated to other incidents,0
192.168.6.51,192.168.7.126,50,insider_threat,Single point insider_threat detection at 192.168.6.51 independent,0
